"Apps","Mins","Mins.Gm","Height","Weight","Age","Av.Rat","Gls","Gls.90","Shot..","xG","Ch.C.90","Asts.90","K.Ps.90","Pas..","Cr.C.A","Drb.90","Distance","Hdr..","K.Tck","Fls","PoM","Aer.A.90","Off","Tck.R","CA","Gls.xG","Dist.Mins","Value","Lower.Transfer.Value","Upper.Transfer.Value"
13,1170,90,184,84,27,6.97,1,0.08,0.29,0.48,0.25,0,0.31,0.9,0,0.15,126.2,0.78,0,14,1,13.77,0,1,103,2.08333333333333,0.107863247863248,44000,8000,80000
14,1204,86,184,74,20,6.69,0,0,0.2,0.42,0.2,0.07,0.45,0.89,0.55,0.45,165.2,0.85,0,12,0,5.08,1,0.58,119,0,0.137209302325581,8600000,7600000,9600000
15,1350,90,193,89,30,6.85,1,0.07,0.13,0.42,0.1,0,0.07,0.89,0,0.07,147.2,0.71,1,10,0,15.67,1,0.71,101,2.38095238095238,0.109037037037037,180000,35000,325000
15,1173,78.2,190,88,30,6.79,0,0,0,0,0,0,0.23,0.48,0,0,80,0,0,0,1,0,0,0,113,0,0.0682011935208866,495000,90000,9e+05
15,1350,90,193,86,25,7.01,0,0,0,0.22,0.23,0.13,0.33,0.93,0,0.07,156.7,0.75,3,7,2,12.87,1,1,129,0,0.116074074074074,2200000,4e+05,4e+06
13,1069,82.2307692307692,179,70,23,6.98,2,0.17,0.42,0.88,0.87,0.25,1.35,0.88,0.14,0.34,145.4,0.6,1,22,2,4.63,0,0.8,109,2.27272727272727,0.136014967259121,412500,75000,750000
13,1170,90,193,86,27,6.83,0,0,0.25,0.91,0.08,0,0.08,0.9,0,0.08,131.3,0.89,1,18,0,14,1,0.92,102,0,0.112222222222222,1e+06,6e+05,1400000
14,1109,79.2142857142857,183,73,27,7.1,3,0.24,0.42,1.38,0.41,0.08,1.14,0.92,0,0.32,145.8,0.5,1,11,1,5.03,1,0.83,112,2.17391304347826,0.131469792605951,425000,2e+05,650000
29,2512,86.6206896551724,180,69,27,7.35,4,0.14,0.38,0.43,0.07,0.25,0.18,0.76,0.5,0.29,49.5,0.45,0,23,0,1.04,1,0.85,127,9.30232558139535,0.0197054140127389,1600000,3e+05,2900000
14,1260,90,184,78,31,6.81,1,0.07,0.25,0.51,0.14,0,0.21,0.94,0.14,0.07,143.5,0.76,3,11,0,12.07,0,0.93,112,1.96078431372549,0.113888888888889,132000,24000,240000
12,1058,88.1666666666667,181,78,27,7.12,0,0,0,1.19,0,0.09,1.45,0.91,0.27,1.28,139.3,0.75,6,16,1,8.93,4,0.81,114,0,0.131663516068053,2300000,1400000,3200000
16,1369,85.5625,188,74,29,7.46,2,0.13,0.4,0.57,0.07,0.07,0,0.9,0,0,89.2,0.79,0,15,3,6.9,1,0.92,112,3.50877192982456,0.0651570489408327,1037500,475000,1600000
11,868,78.9090909090909,185,89,23,6.72,0,0,0.14,0.7,0.1,0,0.21,0.95,0,0,100.3,0.86,2,5,0,13.79,0,0.7,113,0,0.115552995391705,1210000,220000,2200000
43,3971,92.3488372093023,187,86,26,7.36,3,0.07,0.3,0.77,0.03,0.07,0.11,0.84,0.33,0.05,206.8,0.85,3,33,3,6.37,3,0.94,125,3.8961038961039,0.0520775623268698,177500,30000,325000
20,1746,87.3,176,70,28,7.29,1,0.05,0.2,0.33,0,0.05,0.46,0.85,0.2,0.21,115.3,0.57,2,27,0,2.73,3,0.85,105,3.03030303030303,0.066036655211913,110000,20000,2e+05
16,1133,70.8125,183,70,29,6.75,0,0,0.18,1.11,0.97,0.16,2.14,0.84,0.27,1.19,166,0.4,0,11,0,5.8,10,0.88,119,0,0.146513680494263,1425000,250000,2600000
15,1350,90,182,80,29,6.99,1,0.07,0.11,0.74,0,0.07,0.13,0.92,1,0.13,152.2,0.78,5,13,1,14.47,3,0.83,103,1.35135135135135,0.112740740740741,38500,7000,70000
12,1080,90,195,80,26,6.95,2,0.17,0.13,0.07,0,0.08,0.17,0.86,1,0.08,48.9,0.8,1,12,0,6.25,0,0.94,110,28.5714285714286,0.0452777777777778,485000,220000,750000
16,1299,81.1875,192,83,32,6.51,0,0,0,0,0,0,0.07,0.48,0,0,87.9,0,0,1,0,0,0,1,110,0,0.0676674364896074,130000,60000,2e+05
12,1080,90,190,76,30,6.77,0,0,0,0,0,0,0.08,0.52,0,0,80,0,0,0,1,0,0,0.5,109,0,0.0740740740740741,260000,45000,475000
31,2766,89.2258064516129,178,70,32,6.82,0,0,0.29,0.95,0.13,0.07,0.75,0.89,0.2,0.52,321.1,0.78,6,33,0,8.33,7,0.81,118,0,0.116088214027477,2150000,4e+05,3900000
14,1260,90,184,74,25,7.43,2,0.14,0.33,0.53,0.21,0,0.29,0.85,0,0,75.9,0.8,0,14,1,1.79,0,0.83,112,3.77358490566038,0.0602380952380952,2200000,1300000,3100000
17,1530,90,178,73,28,6.84,0,0,0.18,2.36,0.4,0.06,0.53,0.91,0.21,1.29,222.3,0.72,3,23,1,7.71,5,0.84,128,0,0.145294117647059,2950000,1800000,4100000
12,1005,83.75,187,81,24,6.92,1,0.09,0.2,0.37,0.18,0,0,0.95,0,0,122.2,0.77,3,3,0,15.04,0,0.46,110,2.7027027027027,0.121592039800995,1950000,1200000,2700000
14,1235,88.2142857142857,179,71,25,7.09,0,0,0.25,0.28,1.04,0.29,1.09,0.89,0.07,0.44,126.9,0.64,0,19,0,3.86,0,0.85,121,0,0.102753036437247,3525000,650000,6400000
19,1710,90,185,80,30,6.83,0,0,0,0,0,0,0.16,0.53,0,0,67,0,0,2,0,0,0,0.5,121,0,0.0391812865497076,440000,80000,8e+05
26,2387,91.8076923076923,184,80,30,7.02,1,0.04,0.17,0.03,0,0.04,0.04,0.77,0.5,0,39.6,0.67,0,32,1,1.73,0,0.97,119,33.3333333333333,0.0165898617511521,390000,180000,6e+05
11,1137,103.363636363636,177,75,29,7.38,2,0.16,0.4,0.38,0,0.16,0.08,0.78,0,0.08,18.4,0.83,0,12,1,0.47,0,0.83,123,5.26315789473684,0.0161829375549692,275000,50000,5e+05
13,878,67.5384615384615,173,65,24,6.82,3,0.31,0.38,1.65,0.1,0.1,1.74,0.86,0.25,2.97,116.2,0.68,0,18,0,5.74,7,0.89,110,1.81818181818182,0.132346241457859,605000,110000,1100000
13,1138,87.5384615384615,186,77,27,7.25,3,0.24,0.67,1.55,0.08,0,0.32,0.93,0,0.16,128.3,0.79,1,7,2,13.52,0,0.89,125,1.93548387096774,0.11274165202109,3075000,550000,5600000
31,2603,83.9677419354839,174,64,20,6.92,4,0.14,0.45,3.26,0.52,0.14,0.97,0.88,0.14,0.48,292.2,0.69,1,28,1,2.9,1,0.8,125,1.22699386503067,0.112255090280446,14500000,1.3e+07,1.6e+07
13,1035,79.6153846153846,186,72,23,6.95,1,0.09,0.22,1.86,0.26,0,1.48,0.82,0.29,1.04,158.4,0.5,0,12,1,7.48,1,0.86,121,0.53763440860215,0.15304347826087,1700000,3e+05,3100000
15,1333,88.8666666666667,192,83,29,6.77,0,0,0.11,0.85,0.17,0,0.07,0.9,0,0.07,148.5,0.77,4,8,0,12.76,1,0.93,111,0,0.111402850712678,880000,160000,1600000
13,1107,85.1538461538462,180,72,28,6.75,0,0,0.25,0.87,0.33,0,0.65,0.89,0.33,0.33,149.6,0.81,0,18,0,5.2,0,0.9,108,0,0.135140018066847,1762500,325000,3200000
44,3674,83.5,174,72,31,7.15,3,0.07,0.26,3.05,0.4,0.17,0.51,0.83,0.35,0.1,216.5,0.67,1,42,1,2.38,0,0.75,117,0.983606557377049,0.058927599346761,455000,210000,7e+05
11,862,78.3636363636364,195,92,30,6.78,0,0,0,0,0,0,0.42,0.42,0,0,54.3,0,0,0,1,0,0,1,119,0,0.0629930394431554,1210000,220000,2200000
14,1171,83.6428571428571,184,81,27,6.84,0,0,0.2,0.73,0,0.08,0.15,0.95,0,0.15,141.4,0.68,1,13,0,14.83,0,1,116,0,0.120751494449189,715000,130000,1300000
16,1440,90,189,84,31,6.87,0,0,0,0,0,0,0.12,0.56,0,0,105.5,0,0,1,3,0,0,0,115,0,0.0732638888888889,132000,24000,240000
20,1743,87.15,176,70,25,7,0,0,0.25,0.57,0.49,0.1,1.29,0.92,0.31,0.15,246.2,0.74,4,27,1,6.87,4,0.93,119,0,0.141250717154332,2750000,5e+05,5e+06
13,1170,90,196,94,28,6.82,0,0,0,0,0,0,0.31,0.4,0,0,83,0,0,0,1,0,0,0.5,117,0,0.0709401709401709,2637500,475000,4800000
15,1350,90,195,85,28,7.22,0,0,0.29,0.45,0,0.07,0.13,0.94,1,0.07,151.4,0.91,6,14,1,13.47,1,0.5,124,0,0.112148148148148,3075000,550000,5600000
16,1394,87.125,186,80,25,6.89,0,0,0.5,0.46,0.17,0.06,0.19,0.95,1,0.19,162.9,0.72,4,18,1,13.82,0,1,129,0,0.116857962697274,3425000,650000,6200000
17,1588,93.4117647058824,188,80,27,6.95,0,0,0.36,1.39,0,0.11,0.23,0.94,0.4,0.28,181.4,0.76,5,30,1,13.83,2,0.6,127,0,0.114231738035264,2350000,1400000,3300000
33,2844,86.1818181818182,199,84,27,6.81,5,0.16,0.32,1.18,0.03,0.09,0.38,0.92,0.4,0.06,266.6,0.75,0,21,0,4.75,0,0.78,111,4.23728813559322,0.0937412095639944,1537500,275000,2800000
14,1147,81.9285714285714,186,75,27,7.06,0,0,0.14,0.88,0.39,0.24,1.49,0.89,0.54,0.31,163.7,0.65,0,11,1,5.1,0,0.46,115,0,0.142720139494333,912500,425000,1400000
12,1080,90,181,74,28,7.29,1,0.08,0.14,0.78,0,0.08,1,0.92,0.28,0.17,148.9,0.78,3,7,0,5.75,0,0.67,119,1.28205128205128,0.13787037037037,1487500,275000,2700000
11,869,79,182,78,26,7.05,2,0.21,0.46,1.23,0.35,0.21,1.24,0.91,0.28,0.21,121.1,0.67,0,25,0,4.04,2,0.71,115,1.6260162601626,0.139355581127733,2300000,1400000,3200000
11,1020,92.7272727272727,192,82,25,6.89,0,0,0,0,0,0,0.35,0.41,0,0,72.8,0,0,0,1,0,0,0.33,105,0,0.0713725490196078,232500,40000,425000
13,1048,80.6153846153846,184,88,26,7.15,1,0.09,0.14,1.11,0,0.09,0.26,0.95,0,0,120.3,0.82,3,8,1,14,0,0.94,117,0.900900900900901,0.114790076335878,935000,170000,1700000
13,1135,87.3076923076923,185,84,30,6.97,0,0,0.33,0.63,0,0,0.16,0.93,0.5,0.08,103.5,0.78,2,11,0,11.58,0,1,109,0,0.0911894273127753,990000,180000,1800000
11,950,86.3636363636364,188,81,31,6.68,1,0.09,0.33,0.33,0,0,0.95,0.89,0.37,0.57,121.9,0.71,5,14,1,10.52,1,0.91,102,3.03030303030303,0.128315789473684,330000,60000,6e+05
12,1080,90,190,78,29,7.39,1,0.08,0.38,1.63,0,0.08,0.17,0.95,0,0,117.8,0.86,2,10,1,13.17,1,0.69,103,0.613496932515337,0.109074074074074,1575000,950000,2200000
16,1410,88.125,185,73,21,7.18,1,0.06,0.17,1.18,0.13,0.19,0.26,0.93,0,0,160,0.81,3,5,2,12.57,2,0.92,133,0.847457627118644,0.113475177304965,5250000,4500000,6e+06
16,1368,85.5,193,88,24,6.83,0,0,0.07,0.98,0.13,0.07,0.79,0.93,0,0,179.6,0.7,1,8,0,6.51,0,0.89,123,0,0.131286549707602,1375000,250000,2500000
14,1260,90,178,78,25,6.88,1,0.07,0.27,1.06,0.07,0.07,0.86,0.89,0.2,0.5,161.7,0.74,2,19,1,9.93,3,0.68,114,0.943396226415094,0.128333333333333,455000,210000,7e+05
20,1751,87.55,189,89,28,7.4,8,0.41,0.64,7.45,0.07,0,0.05,0.97,0.5,0.26,203,0.79,5,8,6,14.85,0,0.8,121,1.0738255033557,0.115933752141633,715000,130000,1300000
11,965,87.7272727272727,190,81,27,7.56,0,0,0.33,0.46,1.11,0.19,0.75,0.94,0.28,0.37,120.5,0.9,3,9,2,12.22,3,0.76,118,0,0.124870466321244,3075000,550000,5600000
11,990,90,192,83,24,6.78,1,0.09,0.5,1.46,0,0,0.09,0.94,0,0.18,105.9,0.75,1,13,1,13.73,1,0.88,118,0.684931506849315,0.106969696969697,6300000,1100000,11500000
14,1274,91,182,81,19,7.21,4,0.28,0.5,1.29,0.14,0.21,1.34,0.88,0.16,0.64,176.9,0.73,0,12,1,2.9,0,0.92,124,3.10077519379845,0.138854003139717,2637500,475000,4800000
13,1073,82.5384615384615,184,78,22,6.83,0,0,0.14,0.68,0.17,0,0,0.93,1,0.34,122.2,0.8,0,13,0,15.35,2,0.64,120,0,0.113886300093197,2475000,450000,4500000
14,1260,90,186,80,30,6.81,1,0.07,0.27,0.67,0.21,0,0,0.87,0.28,0.29,78.4,0.77,1,3,0,6.21,0,0.95,115,1.49253731343284,0.0622222222222222,650000,3e+05,1e+06
15,1248,83.2,173,70,30,7.26,0,0,0.22,0.73,0.72,0.36,1.37,0.9,0.66,0.36,169,0.68,1,10,3,4.54,1,0.73,125,0,0.135416666666667,3250000,2e+06,4500000
19,1710,90,191,81,28,6.88,0,0,0,0.84,0,0,0.11,0.88,0,0,134.3,0.85,1,16,0,9.89,2,0.89,120,0,0.0785380116959064,715000,130000,1300000
13,1127,86.6923076923077,192,87,30,6.78,0,0,0.25,0.3,0.1,0,0.08,0.93,0,0.08,127.5,0.78,2,8,0,13.18,1,0.92,114,0,0.113132209405501,880000,160000,1600000
13,1127,86.6923076923077,192,87,30,6.78,0,0,0.25,0.3,0.1,0,0.08,0.93,0,0.08,127.5,0.78,2,8,0,13.18,1,0.92,114,0,0.113132209405501,8400000,7200000,9600000
12,1249,104.083333333333,190,84,30,7.42,0,0,0,0,0,0,0,0.67,0,0,17.8,0,0,0,1,0,0,0,138,0,0.0142514011208967,880000,160000,1600000
12,1249,104.083333333333,190,84,30,7.42,0,0,0,0,0,0,0,0.67,0,0,17.8,0,0,0,1,0,0,0,138,0,0.0142514011208967,8400000,7200000,9600000
13,1155,88.8461538461538,177,70,29,6.94,1,0.08,0.21,1.05,0.16,0,0.94,0.94,0.46,0.31,155.7,0.81,1,19,0,6.86,5,0.73,112,0.952380952380952,0.134805194805195,247500,45000,450000
42,3779,89.9761904761905,185,77,28,7.08,4,0.1,0.14,0.87,0,0.1,0.12,0.84,0,0.12,179.2,0.77,7,27,2,5.38,0,0.92,121,4.59770114942529,0.0474199523683514,88000,16000,160000
14,1170,83.5714285714286,183,76,30,6.86,0,0,0,0.9,0.46,0.08,0.62,0.92,0.33,0.08,161,0.82,0,14,0,4.38,0,0.87,113,0,0.137606837606838,220000,40000,4e+05
14,1260,90,190,85,23,6.78,0,0,0,0.14,0.07,0,0,0.94,0,0.07,143.5,0.83,1,14,0,12.93,1,0.93,124,0,0.113888888888889,2975000,550000,5400000
14,1243,88.7857142857143,169,63,28,6.96,5,0.36,0.35,1.97,0.14,0,1.3,0.85,0.22,2.53,168.2,0.4,0,24,0,4.92,7,0.67,115,2.53807106598985,0.135317779565567,4950000,3100000,6800000
25,2261,90.44,187,85,30,6.97,2,0.08,0.47,0.33,0.04,0,0.52,0.85,0.17,0.16,144.3,0.83,1,42,0,2.75,1,0.91,124,6.06060606060606,0.0638213180008846,1600000,3e+05,2900000
18,1489,82.7222222222222,186,81,19,7.06,0,0,0.5,1.18,0.61,0,1.33,0.9,0.29,3.08,215.3,0.75,1,27,2,7.31,3,0.87,139,0,0.144593687038281,17750000,15500000,2e+07
14,1238,88.4285714285714,185,72,23,6.99,0,0,0,0,0,0,0.22,0.51,0,0,80.4,0,0,1,1,0,0,1,110,0,0.0649434571890146,2525000,450000,4600000
28,2478,88.5,191,83,28,6.85,1,0.04,0.23,0.36,0.04,0.07,0.47,0.83,0.34,0.07,134.2,0.86,3,42,0,3.12,1,0.95,119,2.77777777777778,0.0541565778853914,1587500,275000,2900000
20,1771,88.55,188,87,28,6.97,0,0,0,0,0,0,0.1,0.46,0,0,120.4,0,0,0,4,0,0,0.25,115,0,0.0679841897233202,262500,50000,475000
16,1440,90,185,78,29,7.22,1,0.06,0.08,0.62,0.2,0.12,0.12,0.92,0.5,0,131.7,0.76,1,10,0,11.69,0,1,128,1.61290322580645,0.0914583333333333,1100001,2200000,0
14,1202,85.8571428571429,183,74,23,7.04,1,0.07,0.17,1.34,0,0,0.22,0.96,0,0,141.3,0.73,3,6,1,11.23,1,0.88,131,0.746268656716418,0.117554076539102,5750000,3900000,7600000
11,990,90,189,77,23,6.73,0,0,0,0.19,0,0,0.09,0.92,0,0.09,113.4,0.81,0,9,0,15,1,0.57,112,0,0.114545454545455,715000,130000,1300000
29,1956,67.448275862069,167,61,23,6.86,0,0,0.2,1.68,0.14,0.09,1.06,0.82,0.3,1.38,175.6,0.42,0,27,0,4.14,10,0.75,127,0,0.0897750511247444,5400000,1e+06,9800000
13,1049,80.6923076923077,191,82,22,7.04,0,0,0.23,1.94,0.51,0.09,1.29,0.9,0.23,0.17,147.7,0.75,1,19,0,5.75,3,0.57,121,0,0.140800762631077,3750000,7e+05,6800000
12,838,69.8333333333333,166,58,22,7.08,2,0.21,0.38,1.93,0.46,0,2.04,0.87,0.45,2.79,129.2,0.54,0,17,0,6.34,5,0.54,128,1.03626943005181,0.15417661097852,12750000,1.1e+07,14500000
11,990,90,184,76,30,7.02,0,0,0.25,0.47,0.09,0.09,0.18,0.94,0,0,115.2,0.79,0,11,0,14.09,3,0.8,116,0,0.116363636363636,1600000,3e+05,2900000
11,947,86.0909090909091,184,83,29,7.06,3,0.29,0.86,0.39,0,0,0.1,0.92,0,0,100,0.83,0,10,1,14.16,1,1,113,7.69230769230769,0.105596620908131,2637500,475000,4800000
11,943,85.7272727272727,185,80,23,6.6,0,0,0,1.54,0.1,0,0.1,0.94,0.25,0,111.4,0.64,2,8,0,14.22,2,0.67,125,0,0.11813361611877,7750000,5e+06,10500000
31,2506,80.8387096774194,185,82,21,6.8,0,0,0.25,0.74,0.11,0.11,0.29,0.91,0,0.04,209.9,0.81,0,43,1,9.41,1,0.86,116,0,0.0837589784517159,3075000,550000,5600000
20,1870,93.5,178,69,21,7.19,0,0,0.33,1.46,0.25,0.19,1.11,0.88,0.4,0.19,256.2,0.67,1,6,2,4.09,0,0.74,125,0,0.137005347593583,6600000,1200000,1.2e+07
16,1386,86.625,187,77,23,6.75,0,0,0.25,1.28,0,0,0.13,0.92,0.33,0.19,162.2,0.82,3,11,1,14.35,1,0.89,120,0,0.117027417027417,1875000,350000,3400000
29,2610,90,181,91,30,6.64,2,0.07,0.16,1.96,0.07,0,0.07,0.91,0.68,0.31,259.4,0.74,1,41,0,11.76,3,0.81,118,1.02040816326531,0.0993869731800766,37503.5,75000,0
11,826,75.0909090909091,184,75,29,6.79,0,0,0.22,0.86,0.24,0,0.98,0.93,0.3,0.22,113,0.61,0,11,0,4.47,2,0.75,115,0,0.13680387409201,2150000,4e+05,3900000
13,1170,90,194,90,25,7.12,0,0,0,0,0,0,0.08,0.47,0,0,68.9,0,0,0,1,0,0,0,116,0,0.0588888888888889,825000,150000,1500000
11,938,85.2727272727273,183,70,23,7.17,1,0.1,0.33,0.76,0,0,1.25,0.93,0.14,1.06,134.6,0.81,3,11,2,9.12,3,0.94,115,1.31578947368421,0.143496801705757,1265000,230000,2300000
33,2986,90.4848484848485,186,89,26,6.99,3,0.09,0.26,0.3,0.35,0.24,0.15,0.77,1,0,66.3,0.8,0,39,0,0.9,0,0.89,123,10,0.0222036168787676,1e+06,6e+05,1400000
12,1115,92.9166666666667,180,67,25,7.18,1,0.08,0.17,1.18,0.17,0.08,0.65,0.9,0.3,2.18,127.1,0.78,0,21,0,7.51,2,0.87,128,0.847457627118644,0.113991031390135,10350000,9200000,11500000
14,1248,89.1428571428571,186,76,23,6.93,1,0.07,0.3,2.23,0,0,1.15,0.89,0.09,0.07,167.6,0.64,0,18,0,5.55,2,0.93,117,0.448430493273543,0.134294871794872,3600000,2200000,5e+06
13,1132,87.0769230769231,193,82,30,6.95,0,0,0.33,0.29,0,0,0.24,0.88,0,0.08,133.3,0.87,3,14,1,13.91,1,0.92,124,0,0.117756183745583,6150000,3900000,8400000
14,1217,86.9285714285714,185,79,23,6.86,0,0,0.2,0.21,0,0,0.3,0.93,0,0.15,141.2,0.84,2,7,1,12.87,1,1,113,0,0.116023007395234,1700000,3e+05,3100000
16,1428,89.25,180,77,28,7.02,0,0,0.33,1.15,0,0,0.95,0.92,0.14,0.13,186.4,0.71,2,34,0,6.24,1,0.84,121,0,0.130532212885154,1700000,3e+05,3100000
13,1170,90,192,80,21,7.15,1,0.08,0.3,2.1,0.08,0.08,1.38,0.89,0.12,0.38,152,0.73,1,15,0,5.38,0,0.93,120,0.476190476190476,0.12991452991453,3525000,650000,6400000
13,1170,90,181,70,20,6.85,0,0,0.17,0.41,0.08,0.08,0.54,0.96,0.56,0.15,143,0.72,3,8,0,10.23,1,0.79,137,0,0.122222222222222,1.4e+07,10500000,17500000
13,1065,81.9230769230769,192,92,29,6.98,0,0,0,0,0,0,0.08,0.55,0,0,78,0,0,0,2,0,0,0,126,0,0.0732394366197183,2525000,450000,4600000
12,1065,88.75,190,78,26,7.03,0,0,0.5,0.61,0.34,0,1.1,0.89,0.27,0.25,144,0.84,0,14,0,5.66,0,0.89,126,0,0.135211267605634,5275000,950000,9600000
11,866,78.7272727272727,184,77,32,6.98,0,0,0,0.53,0.23,0.21,1.04,0.94,0.11,0.21,111,0.71,2,23,0,10.08,2,0.9,120,0,0.128175519630485,935000,170000,1700000
15,1126,75.0666666666667,176,68,28,6.95,0,0,0.33,0.22,0,0.32,0.96,0.89,0.28,0.32,159,0.52,1,14,1,4,0,0.89,126,0,0.141207815275311,3850000,7e+05,7e+06
12,929,77.4166666666667,185,83,26,6.7,1,0.1,0.56,0.69,0.12,0.1,0.68,0.9,0.16,0.19,125.1,0.7,0,10,0,3.58,1,0.75,107,1.44927536231884,0.134660925726588,1045000,190000,1900000
16,1440,90,188,84,24,7.06,0,0,0,0,0,0,0.19,0.81,0,0,104.6,0,0,0,3,0,0,0.67,143,0,0.0726388888888889,3.1e+07,2.3e+07,3.9e+07
12,1080,90,184,66,30,6.7,0,0,0.5,0.07,0,0,0.17,0.94,0,0.08,127.1,0.83,0,12,0,14.58,1,0.75,124,0,0.117685185185185,1265000,230000,2300000
22,1957,88.9545454545455,173,67,24,7.13,3,0.14,0.63,1.51,0.72,0.14,1.33,0.89,0.33,0.18,273.5,0.63,0,26,0,3.08,4,0.72,124,1.98675496688742,0.139754726622381,5200000,3200000,7200000
12,850,70.8333333333333,176,68,26,6.9,1,0.11,0.22,2.16,0.42,0,2.01,0.9,0.16,0.21,119.7,0.61,1,9,0,4.34,1,0.89,128,0.462962962962963,0.140823529411765,6600000,5e+06,8200000
12,1080,90,190,81,24,6.89,0,0,0.18,0.85,0,0,0.08,0.93,0,0.17,122.9,0.86,3,16,0,12.83,0,1,118,0,0.113796296296296,1175000,550000,1800000
14,1207,86.2142857142857,193,82,26,7.39,4,0.3,0.42,1.78,1.77,0.3,1.19,0.88,0.75,0.15,152.9,0.85,0,26,3,5.29,2,0.93,140,2.24719101123596,0.126677713338857,20750000,18500000,2.3e+07
16,1370,85.625,190,82,29,6.72,0,0,0.17,0.89,0,0,0.2,0.95,0,0.13,151.1,0.76,2,19,1,15.11,0,0.54,125,0,0.11029197080292,5750000,1e+06,10500000
12,1031,85.9166666666667,175,72,29,6.73,0,0,0,0.23,0.17,0.09,0.87,0.9,0.3,0.52,136.4,0.76,5,17,0,6.46,1,0.89,113,0,0.132298739088264,1487500,275000,2700000
12,1004,83.6666666666667,186,80,28,7.02,1,0.09,0.13,0.4,0,0,0,0.91,0,0,118.5,0.8,1,15,0,14.43,1,1,115,2.5,0.118027888446215,990000,180000,1800000
11,969,88.0909090909091,197,96,25,7.15,0,0,0,0.31,0,0,0.19,0.96,0.2,0,115.3,0.9,5,4,0,13.47,0,0.61,116,0,0.118988648090815,2700000,5e+05,4900000
11,969,88.0909090909091,177,68,26,7.25,2,0.19,0.26,2.68,0.51,0.19,1.76,0.86,0.35,2.32,143.7,0.54,0,20,1,6.32,6,0.7,116,0.746268656716418,0.148297213622291,2900000,1800000,4e+06
13,1044,80.3076923076923,191,76,26,6.85,1,0.09,0.5,0.26,0.43,0.09,0.86,0.92,0.14,0.09,141.6,0.75,0,23,1,6.55,3,0.8,123,3.84615384615385,0.135632183908046,5050000,3100000,7e+06
12,1018,84.8333333333333,183,78,31,6.95,0,0,0.13,0.97,0,0.09,0.53,0.92,0.2,0.88,130.5,0.76,0,30,0,8.75,2,0.88,107,0,0.128192534381139,770000,140000,1400000
32,2850,89.0625,183,77,30,6.73,1,0.03,0.14,1.43,0.1,0,0.28,0.89,0.5,0.06,278.2,0.78,0,41,0,5.46,3,0.72,121,0.699300699300699,0.0976140350877193,2850000,5e+05,5200000
12,1047,87.25,190,80,32,7.02,0,0,0,0,0,0,0.09,0.42,0,0,65.2,0,0,0,2,0,0,0,111,0,0.0622731614135626,132000,24000,240000
34,2940,86.4705882352941,185,81,28,7.05,1,0.03,0.13,2.25,0.09,0.03,0.18,0.91,0,0.06,230.8,0.84,3,10,0,10.19,1,0.83,120,0.444444444444444,0.0785034013605442,1045000,190000,1900000
11,910,82.7272727272727,192,74,24,6.99,3,0.3,0.27,1.56,0.86,0.1,0.59,0.9,0.28,0.4,123.4,0.71,0,18,0,5.84,1,0.82,120,1.92307692307692,0.135604395604396,3075000,550000,5600000
15,1275,85,186,78,28,6.98,1,0.07,0.13,1.28,0,0,0.07,0.9,0,0,144.8,0.85,0,15,0,14.61,0,0.86,115,0.78125,0.11356862745098,770000,140000,1400000
13,1170,90,187,79,29,6.82,0,0,0,0,0,0,0.08,0.5,0,0,42.1,0,0,0,0,0,0,0,105,0,0.035982905982906,93000,16000,170000
13,1094,84.1538461538462,188,83,24,7.06,0,0,0.25,1.33,0,0,0,0.97,0,0.16,129.5,0.77,1,9,0,11.27,0,0.93,146,0,0.11837294332724,7200000,5400000,9e+06
17,1545,90.8823529411765,176,64,27,6.96,0,0,0.29,2.03,0.15,0.17,0.87,0.88,0.29,0.29,191.4,0.73,0,27,0,4.72,1,0.81,115,0,0.123883495145631,825000,150000,1500000
13,1200,92.3076923076923,188,83,22,7.01,0,0,0.14,1.01,0.83,0,0.53,0.94,0.12,0.45,143.4,0.8,0,25,0,12.15,0,0.89,135,0,0.1195,1.6e+07,1.2e+07,2e+07
13,1067,82.0769230769231,198,98,29,7.15,0,0,0,0,0,0,0,0.39,0,0,80.7,0,0,1,2,0,0,0,115,0,0.0756326148078725,1320000,240000,2400000
14,1132,80.8571428571429,172,62,27,6.84,2,0.16,0.5,1.8,0.16,0.08,0.56,0.89,0.66,0.16,152.9,0.55,0,25,0,3.9,1,0.67,114,1.11111111111111,0.135070671378092,3400000,2100000,4700000
27,2423,89.7407407407407,171,78,27,7.23,3,0.11,0.43,0.95,0.07,0.19,0.93,0.89,0.27,0.74,260.9,0.52,0,50,0,3.34,5,0.72,116,3.1578947368421,0.107676434172513,2850000,5e+05,5200000
19,1622,85.3684210526316,173,68,28,7.13,1,0.06,0.44,0.42,0.58,0.22,0.72,0.89,0,0.28,152.3,0.4,1,41,0,2.94,1,0.86,117,2.38095238095238,0.0938964241676942,935000,170000,1700000
11,981,89.1818181818182,184,81,22,6.88,1,0.09,0.44,1.38,0,0.09,0.28,0.94,0,0,118.8,0.73,1,11,0,14.68,0,1,126,0.72463768115942,0.121100917431193,7800000,6e+06,9600000
37,3324,89.8378378378378,178,73,28,7.31,2,0.05,0.24,0.02,0.23,0.19,0,0.73,0,0,47.6,0.39,0,54,1,0.62,0,0.9,122,100,0.0143200962695548,412500,75000,750000
